src_index,src_x,src_y,tgt_x,tgt_y,dist_to_hole_px,matched
529,502.0,436.0,277.22150238504264,665.2510988897496,21.5858,False
530,545.5,432.5,283.1802319071271,629.2569599666781,0.0,True
531,588.5,432.5,291.876961483909,594.3762836408544,0.0,True
532,632.0,436.0,303.51394064042984,559.7978913930729,0.0,True
533,675.5,432.5,309.4726701625143,523.8037524700014,0.0,True
534,718.5,432.5,318.1693997392962,488.92307614417757,0.0,True
535,761.5,432.5,326.8661293160782,454.0423998183537,0.0,True
536,805.0,436.0,338.503108472599,419.46400757057233,0.0,True
537,848.5,432.5,344.4618379946835,383.4698686475009,0.955,True
538,891.5,432.5,353.15856757146537,348.58919232167705,1.91,True
539,934.5,432.5,361.85529714824736,313.7085159958532,0.0,True
540,978.0,436.0,373.4922763047682,279.1301237480718,0.0,True
